"store","websites","attribute_set","type","sku",,"category_ids","has_options","name","stylenumber","associated","meta_title","meta_description","image","small_image","thumbnail","gallery","config_attributes","page_layout","style","jewel_type","brand","total_stone_no","total_stone_weight","side_stone_1","side_stone_2","side_stone_3","stone_shape_1","stone_shape_2","stone_shape_3","number_of_stones_2","number_of_stones_3","color_and_clarity_1","color_and_clarity_2","color_and_clarity_3","minimum_stone_ct_weight_1","minimum_stone_ct_weight_2","minimum_stone_ct_weight_3","number_of_stones_1","ring_width","head_size","diamond_shape_selectable","diamond_shape","price","weight","status","is_recurring","visibility","tax_class_id","classification","metal_selection","diamond_quality","center_stone_size","center_stone_included","by_looks","description","short_description","meta_keyword","warranty","shipping_details","qty","is_in_stock","related","upsell","rank_prod","Ring size:drop_down:1:0"
"admin","martinflyer","EngagementRing","simple","5137ESOLZPL-3KE-7.0RD",,3,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","5137ESOLZPL-3KE-7.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/5137ESOL3KE7RD.jpg","/5137ESOL3KE7RD2.jpg","/5137ESOL3KE7RDSV.jpg","/5137ESOL3KE7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,7,"Round","Round",1725,1,"Enabled","No","Not Visible Individually","None","Solitaire","White Gold 18k with Platinum head",,1.25,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","5137ESOLZPL-6.5RD",,3,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","5137ESOLZPL-6.5RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/5137ESOL6_5RD.jpg","/5137ESOL6_5RD2.jpg","/5137ESOL6_5RDSV.jpg","/5137ESOL6_5RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,6.5,"Round","Round",1375,1,"Enabled","No","Not Visible Individually","None","Solitaire","White Gold 18k with Platinum head",,1,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","Remount","configurable","CS03",12,6,1,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03","CS03Q-9.0RD,CS03QPL-9.0RD,CS03Z-9.0RD,CS03ZPL-9.0RD,CS03PL-9.0RD","FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg","center_stone_size,metal_selection","1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ","T-7.40, B-6.3",9,"Round","Round",1900,1,"Enabled","No","Catalog, Search","None","Solitaire","White gold 14k",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,"CS03WB",,172,"3:fixed:0.0000: :1:0|3.5:fixed:0.0000: :2:0|4:fixed:0.0000: :3:0|4.5:fixed:0.0000: :4:0|5:fixed:0.0000: :5:0|5.5:fixed:0.0000: :6:0|6:fixed:0.0000: :7:0|6.5:fixed:0.0000: :8:0|7:fixed:0.0000: :9:0|7.5:fixed:0.0000: :10:0|8:fixed:0.0000: :11:0|8.5:fixed:0.0000: :12:0|9:fixed:0.0000: :13:0|9.5:fixed:0.0000: :14:0|10:fixed:0.0000: :15:0|11:fixed:0.0000: :16:0|11.5:fixed:0.0000: :17:0"
"admin","martinflyer","Remount","simple","CS03PL-9.0RD",,6,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03PL-9.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,9,"Round","Round",4825,1,"Enabled","No","Not Visible Individually","None","Solitaire","Platinum",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","Remount","simple","CS03Q-9.0RD",,6,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03Q-9.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,9,"Round","Round",1900,1,"Enabled","No","Not Visible Individually","None","Solitaire","White gold 14k",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","Remount","simple","CS03QPL-9.0RD",,6,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03QPL-9.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,9,"Round","Round",2050,1,"Enabled","No","Not Visible Individually","None","Solitaire","White Gold 14k with Platinum head",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","Remount","simple","CS03Z-9.0RD",,6,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03Z-9.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,9,"Round","Round",2275,1,"Enabled","No","Not Visible Individually","None","Solitaire","White gold 18k",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","Remount","simple","CS03ZPL-9.0RD",,6,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS03ZPL-9.0RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS039RD.jpg","/CS039RD2.jpg","/CS039RDSV.jpg","/CS039RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,9,"Round","Round",2475,1,"Enabled","No","Not Visible Individually","None","Solitaire","White Gold 18k with Platinum head",,3,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Remount","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","configurable","CS04",7,3,1,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS04","CS04Q-6.5RD,CS04QPL-6.5RD,CS04Z-6.5RD,CS04ZPL-6.5RD,CS04PL-6.5RD","FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Solitaire Engagement Ring","/CS046_5RD.jpg","/CS046_5RD2.jpg","/CS046_5RDSV.jpg","/CS046_5RDSET.jpg","center_stone_size,metal_selection","1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ","T-1.7, B-2.4",6.5,"Round","Round",875,1,"Enabled","No","Catalog, Search","None","Solitaire","White gold 14k",,1,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,"CS04WB",,113,"3:fixed:0.0000: :1:0|3.5:fixed:0.0000: :2:0|4:fixed:0.0000: :3:0|4.5:fixed:0.0000: :4:0|5:fixed:0.0000: :5:0|5.5:fixed:0.0000: :6:0|6:fixed:0.0000: :7:0|6.5:fixed:0.0000: :8:0|7:fixed:0.0000: :9:0|7.5:fixed:0.0000: :10:0|8:fixed:0.0000: :11:0|8.5:fixed:0.0000: :12:0|9:fixed:0.0000: :13:0|9.5:fixed:0.0000: :14:0|10:fixed:0.0000: :15:0|11:fixed:0.0000: :16:0|11.5:fixed:0.0000: :17:0"
"admin","martinflyer","EngagementRing","simple","CS04PL-6.5RD",,3,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS04PL-6.5RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS046_5RD.jpg","/CS046_5RD2.jpg","/CS046_5RDSV.jpg","/CS046_5RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,6.5,"Round","Round",1975,1,"Enabled","No","Not Visible Individually","None","Solitaire","Platinum",,1,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","CS04Q-6.5RD",,3,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS04Q-6.5RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS046_5RD.jpg","/CS046_5RD2.jpg","/CS046_5RDSV.jpg","/CS046_5RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,6.5,"Round","Round",875,1,"Enabled","No","Not Visible Individually","None","Solitaire","White gold 14k",,1,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","CS04QPL-6.5RD",,3,0,"FlyerfitÂ® Classic Solitaire Engagement Ring","CS04QPL-6.5RD",,"FlyerfitÂ® Solitaire Engagement Ring","FlyerfitÂ® Classic Round Classic Solitaire Engagement Ring","/CS046_5RD.jpg","/CS046_5RD2.jpg","/CS046_5RDSV.jpg","/CS046_5RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®"," ",,,,,,,,," ",,,," ",," "," ",,6.5,"Round","Round",1125,1,"Enabled","No","Not Visible Individually","None","Solitaire","White Gold 14k with Platinum head",,1,"Not Included",,"The Solitaire engagement ring style is the single center stone. Solitaires convey a sense of timeless simple elegance.","FlyerfitÂ® Classic Solitaire Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
